name,slug,nationality,countryCode,club,league,position,positionGroup,birthDate,heightCm,preferredFoot,active,popularity,imageUrl,clubLogoUrl
Maximilian Wöber,maximilian-wober-1,Austria,AT,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,1998-02-04,,,true,50,,https://crests.football-data.org/6.png
Timo Becker,timo-becker,Germany,DE,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,1997-03-25,,,true,50,,https://crests.football-data.org/6.png
Nikola Katić,nikola-katic,Bosnia-Herzegovina,BA,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,1996-10-10,,,true,50,,https://crests.football-data.org/6.png
Anton Donkor,anton-donkor,Germany,DE,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,1997-11-11,,,true,50,,https://crests.football-data.org/6.png
Hasan Kuruçay,hasan-kurucay,Turkey,TR,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,1997-08-31,,,true,50,,https://crests.football-data.org/6.png
Adrian Gantenbein,adrian-gantenbein,Switzerland,CH,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,2001-04-18,,,true,50,,https://crests.football-data.org/6.png
Martin Wasinski,martin-wasinski,Belgium,BE,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,2004-04-07,,,true,50,,https://crests.football-data.org/6.png
Vitalie Becker,vitalie-becker,Germany,DE,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,2005-03-03,,,true,50,,https://crests.football-data.org/6.png
Dylan Leonard,dylan-leonard,Australia,AU,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,2007-08-30,,,true,50,,https://crests.football-data.org/6.png
Steve Noode,steve-noode,Cameroon,CM,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,2005-06-02,,,true,50,,https://crests.football-data.org/6.png
Mertcan Ayhan,mertcan-ayhan,Turkey,TR,FC Schalke 04,BUNDESLIGA,Defender,DEFENDER,2006-09-08,,,true,50,,https://crests.football-data.org/6.png
Kenan Karaman,kenan-karaman,Turkey,TR,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,1994-03-05,,,true,50,,https://crests.football-data.org/6.png
Janik Bachmann,janik-bachmann,Germany,DE,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,1996-05-06,,,true,50,,https://crests.football-data.org/6.png
Finn Porath,finn-porath,Germany,DE,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,1997-02-23,,,true,50,,https://crests.football-data.org/6.png
Dejan Ljubicic,dejan-ljubicic,Austria,AT,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,1997-10-08,,,true,50,,https://crests.football-data.org/6.png
Ron Schallenberg,ron-schallenberg,Germany,DE,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,1998-10-06,,,true,50,,https://crests.football-data.org/6.png
Dina Ebimbe,dina-ebimbe,Cameroon,CM,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2000-11-21,,,true,50,,https://crests.football-data.org/6.png
Satoshi Tanaka,satoshi-tanaka,Japan,JP,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2002-08-13,,,true,50,,https://crests.football-data.org/6.png
Adil Aouchiche,adil-aouchiche,Algeria,DZ,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2002-07-15,,,true,50,,https://crests.football-data.org/6.png
Soufiane El-Faouzi,soufiane-el-faouzi,Germany,DE,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2002-07-13,,,true,50,,https://crests.football-data.org/6.png
Max Grüger,max-gruger,Germany,DE,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2005-05-24,,,true,50,,https://crests.football-data.org/6.png
Mauro Zalazar,mauro-zalazar,Uruguay,UY,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2005-04-13,,,true,50,,https://crests.football-data.org/6.png
Luca Vozar,luca-vozar,Germany,DE,FC Schalke 04,BUNDESLIGA,Midfielder,MIDFIELDER,2007-05-06,,,true,50,,https://crests.football-data.org/6.png
Bryan Lasme,bryan-lasme,France,FR,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,1998-11-14,,,true,50,,https://crests.football-data.org/6.png
Edin Džeko,edin-dzeko,Bosnia-Herzegovina,BA,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,1986-03-17,,,true,50,,https://crests.football-data.org/6.png
Moussa Sylla,moussa-sylla,Mali,ML,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,1999-11-25,,,true,50,,https://crests.football-data.org/6.png
Chikwubuike Adamu,chikwubuike-adamu,Nigeria,NG,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,2001-06-06,,,true,50,,https://crests.football-data.org/6.png
Christian Gomis,christian-gomis,Senegal,SN,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,2000-08-09,,,true,50,,https://crests.football-data.org/6.png
Emil Højlund,emil-h-jlund,Denmark,DK,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,2005-01-04,,,true,50,,https://crests.football-data.org/6.png
Zaid Amaussau,zaid-amaussau,Togo,TG,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,2006-02-21,,,true,50,,https://crests.football-data.org/6.png
Mika Wallentowitz,mika-wallentowitz,Germany,DE,FC Schalke 04,BUNDESLIGA,Forward,FORWARD,2007-12-28,,,true,50,,https://crests.football-data.org/6.png
Daniel Fernandes,daniel-fernandes,Portugal,PT,Hamburger SV,BUNDESLIGA,Goalkeeper,GOALKEEPER,1992-11-13,,,true,50,,https://crests.football-data.org/7.png
Sander Tangvik,sander-tangvik,Norway,NO,Hamburger SV,BUNDESLIGA,Goalkeeper,GOALKEEPER,2002-11-29,,,true,50,,https://crests.football-data.org/7.png
Elias Lahti,elias-lahti,Finland,FI,Hamburger SV,BUNDESLIGA,Goalkeeper,GOALKEEPER,2009-01-09,,,true,50,,https://crests.football-data.org/7.png
Fernando Dickes,fernando-dickes,Germany,DE,Hamburger SV,BUNDESLIGA,Goalkeeper,GOALKEEPER,2007-10-13,,,true,50,,https://crests.football-data.org/7.png
Jordan Torunarigha,jordan-torunarigha,Nigeria,NG,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,1997-08-07,,,true,50,,https://crests.football-data.org/7.png
Sebastiaan Bornauw,sebastiaan-bornauw-1,Belgium,BE,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,1999-03-22,,,true,50,,https://crests.football-data.org/7.png
Miro Muheim,miro-muheim,Switzerland,CH,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,1998-03-24,,,true,50,,https://crests.football-data.org/7.png
Nicolás Capaldo,nicolas-capaldo,Argentina,AR,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,1997-09-14,,,true,50,,https://crests.football-data.org/7.png
Warmed Omari,warmed-omari,Comoros,KM,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,2000-04-23,,,true,50,,https://crests.football-data.org/7.png
Daniel Elfadli,daniel-elfadli,Libya,XX,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,1997-04-06,,,true,50,,https://crests.football-data.org/7.png
Joel Agyekum,joel-agyekum,Germany,DE,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,2005-03-08,,,true,50,,https://crests.football-data.org/7.png
Shafiq Nandja,shafiq-nandja,Germany,DE,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,2007-01-15,,,true,50,,https://crests.football-data.org/7.png
Louis Lemke,louis-lemke,Germany,DE,Hamburger SV,BUNDESLIGA,Defender,DEFENDER,2009-10-08,,,true,50,,https://crests.football-data.org/7.png
Albert Sambi Lokonga,albert-sambi-lokonga,Belgium,BE,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,1999-10-22,,,true,50,,https://crests.football-data.org/7.png
Immanuel Pherai,immanuel-pherai,Suriname,SR,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,2001-04-25,,,true,50,,https://crests.football-data.org/7.png
Albert Gronbaek Erlykke,albert-gronbaek-erlykke,Denmark,DK,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,2001-05-23,,,true,50,,https://crests.football-data.org/7.png
Nicolai Remberg,nicolai-remberg,Germany,DE,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,2000-06-19,,,true,50,,https://crests.football-data.org/7.png
Bilal Nadir,bilal-nadir,France,FR,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,2003-11-28,,,true,50,,https://crests.football-data.org/7.png
Martin Adeline,martin-adeline,France,FR,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,2003-12-02,,,true,50,,https://crests.football-data.org/7.png
Kofi Amoako,kofi-amoako,Germany,DE,Hamburger SV,BUNDESLIGA,Midfielder,MIDFIELDER,2005-05-06,,,true,50,,https://crests.football-data.org/7.png
Yussuf Poulsen,yussuf-poulsen,Denmark,DK,Hamburger SV,BUNDESLIGA,Forward,FORWARD,1994-06-16,,,true,50,,https://crests.football-data.org/7.png
Bakery Jatta,bakery-jatta,Gambia,GM,Hamburger SV,BUNDESLIGA,Forward,FORWARD,1998-06-06,,,true,50,,https://crests.football-data.org/7.png
Jean-Luc Dompé,jean-luc-dompe,France,FR,Hamburger SV,BUNDESLIGA,Forward,FORWARD,1995-08-12,,,true,50,,https://crests.football-data.org/7.png
Patson Daka,patson-daka,Zambia,ZM,Hamburger SV,BUNDESLIGA,Forward,FORWARD,1998-10-09,,,true,50,,https://crests.football-data.org/7.png
Emir Sahiti,emir-sahiti,Kosovo,XK,Hamburger SV,BUNDESLIGA,Forward,FORWARD,1998-11-29,,,true,50,,https://crests.football-data.org/7.png
Rayan Philippe,rayan-philippe,France,FR,Hamburger SV,BUNDESLIGA,Forward,FORWARD,2000-10-23,,,true,50,,https://crests.football-data.org/7.png
Fabio Baldé,fabio-balde,Germany,DE,Hamburger SV,BUNDESLIGA,Forward,FORWARD,2005-07-20,,,true,50,,https://crests.football-data.org/7.png
Otto Stange,otto-stange,Germany,DE,Hamburger SV,BUNDESLIGA,Forward,FORWARD,2007-02-09,,,true,50,,https://crests.football-data.org/7.png
Alexander Røssing-Lelesiit,alexander-r-ssing-lelesiit,Norway,NO,Hamburger SV,BUNDESLIGA,Forward,FORWARD,2007-01-20,,,true,50,,https://crests.football-data.org/7.png
Finn Barkowsky,finn-barkowsky,Germany,DE,Hamburger SV,BUNDESLIGA,Forward,FORWARD,2008-02-12,,,true,50,,https://crests.football-data.org/7.png
Fabian Bredlow,fabian-bredlow,Germany,DE,VfB Stuttgart,BUNDESLIGA,Goalkeeper,GOALKEEPER,1995-03-02,,,true,50,,https://crests.football-data.org/10.png
Marius Funk,marius-funk,Germany,DE,VfB Stuttgart,BUNDESLIGA,Goalkeeper,GOALKEEPER,1996-01-01,,,true,50,,https://crests.football-data.org/10.png
Stefan Drljača,stefan-drljaca,Germany,DE,VfB Stuttgart,BUNDESLIGA,Goalkeeper,GOALKEEPER,1999-04-20,,,true,50,,https://crests.football-data.org/10.png
Dennis Seimen,dennis-seimen,Germany,DE,VfB Stuttgart,BUNDESLIGA,Goalkeeper,GOALKEEPER,2005-12-01,,,true,50,,https://crests.football-data.org/10.png
Dan-Axel Zagadou,dan-axel-zagadou,France,FR,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,1999-06-03,,,true,50,,https://crests.football-data.org/10.png
Josha Vagnoman,josha-vagnoman,Germany,DE,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2000-12-11,,,true,50,,https://crests.football-data.org/10.png
Maximilian Mittelstädt,maximilian-mittelstadt,Germany,DE,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,1997-03-18,,,true,50,,https://crests.football-data.org/10.png
Julian Chabot,julian-chabot,Germany,DE,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,1998-02-12,,,true,50,,https://crests.football-data.org/10.png
Leonidas Stergiou,leonidas-stergiou,Switzerland,CH,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2002-03-03,,,true,50,,https://crests.football-data.org/10.png
Lorenz Assignon,lorenz-assignon,France,FR,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2000-06-22,,,true,50,,https://crests.football-data.org/10.png
Ramon Hendriks,ramon-hendriks,Netherlands,NL,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2001-07-18,,,true,50,,https://crests.football-data.org/10.png
Ameen Al Dakhil,ameen-al-dakhil,Belgium,BE,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2002-03-06,,,true,50,,https://crests.football-data.org/10.png
Luca Jaquez,luca-jaquez,Switzerland,CH,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2003-06-02,,,true,50,,https://crests.football-data.org/10.png
Finn Jeltsch,finn-jeltsch,Germany,DE,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2006-07-17,,,true,50,,https://crests.football-data.org/10.png
Christopher Olivier,christopher-olivier,Austria,AT,VfB Stuttgart,BUNDESLIGA,Defender,DEFENDER,2006-01-31,,,true,50,,https://crests.football-data.org/10.png
Nikolas Nartey,nikolas-nartey,Denmark,DK,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2000-02-22,,,true,50,,https://crests.football-data.org/10.png
Grischa Prömel,grischa-promel,Germany,DE,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,1995-01-09,,,true,50,,https://crests.football-data.org/10.png
Atakan Karazor,atakan-karazor,Turkey,TR,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,1996-10-13,,,true,50,,https://crests.football-data.org/10.png
Angelo Stiller,angelo-stiller,Germany,DE,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2001-04-04,,,true,50,,https://crests.football-data.org/10.png
Laurin Ulrich,laurin-ulrich,Germany,DE,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2005-01-31,,,true,50,,https://crests.football-data.org/10.png
Bilal El Khannouss,bilal-el-khannouss,Morocco,MA,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2005-05-09,,,true,50,,https://crests.football-data.org/10.png
Jarzinho Malanga,jarzinho-malanga,Germany,DE,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2006-07-10,,,true,50,,https://crests.football-data.org/10.png
Chema Andrés,chema-andres,Spain,ES,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2005-04-25,,,true,50,,https://crests.football-data.org/10.png
Mirza Ćatović,mirza-catovic,Germany,DE,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2007-05-01,,,true,50,,https://crests.football-data.org/10.png
Ertugrul Yigit,ertugrul-yigit,Germany,DE,VfB Stuttgart,BUNDESLIGA,Midfielder,MIDFIELDER,2009-01-08,,,true,50,,https://crests.football-data.org/10.png
Chris Führich,chris-fuhrich,Germany,DE,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,1998-01-09,,,true,50,,https://crests.football-data.org/10.png
Deniz Undav,deniz-undav,Germany,DE,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,1996-07-19,,,true,50,,https://crests.football-data.org/10.png
Ermedin Demirovic,ermedin-demirovic,Bosnia-Herzegovina,BA,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,1998-03-25,,,true,50,,https://crests.football-data.org/10.png
Jamie Leweling,jamie-leweling,Germany,DE,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2001-02-26,,,true,50,,https://crests.football-data.org/10.png
Tiago Tomás,tiago-tomas,Portugal,PT,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2002-06-16,,,true,50,,https://crests.football-data.org/10.png
Dzenan Pejcinovic,dzenan-pejcinovic,Germany,DE,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2005-02-15,,,true,50,,https://crests.football-data.org/10.png
Badredine Bouanani,badredine-bouanani,Algeria,DZ,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2004-12-08,,,true,50,,https://crests.football-data.org/10.png
Justin Diehl,justin-diehl,Germany,DE,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2004-11-27,,,true,50,,https://crests.football-data.org/10.png
Jovan Milošević,jovan-milosevic,Serbia,RS,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2005-07-31,,,true,50,,https://crests.football-data.org/10.png
Leo Sauer,leo-sauer,Slovakia,SK,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2005-12-16,,,true,50,,https://crests.football-data.org/10.png
Jeremy,jeremy,Ecuador,EC,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2005-03-19,,,true,50,,https://crests.football-data.org/10.png
Lazar Jovanovic,lazar-jovanovic,Serbia,RS,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2006-11-30,,,true,50,,https://crests.football-data.org/10.png
Tim van der Leij,tim-van-der-leij,Netherlands,NL,VfB Stuttgart,BUNDESLIGA,Forward,FORWARD,2006-03-06,,,true,50,,https://crests.football-data.org/10.png
Alexander Schlager,alexander-schlager,Austria,AT,SV Werder Bremen,BUNDESLIGA,Goalkeeper,GOALKEEPER,1996-02-01,,,true,50,,https://crests.football-data.org/12.png
Markus Kolke,markus-kolke,Germany,DE,SV Werder Bremen,BUNDESLIGA,Goalkeeper,GOALKEEPER,1990-08-18,,,true,50,,https://crests.football-data.org/12.png
Stefan Smarkalev,stefan-smarkalev,Bulgaria,BG,SV Werder Bremen,BUNDESLIGA,Goalkeeper,GOALKEEPER,2007-05-14,,,true,50,,https://crests.football-data.org/12.png
Mitchell Weiser,mitchell-weiser,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,1994-04-21,,,true,50,,https://crests.football-data.org/12.png
Niklas Stark,niklas-stark,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,1995-04-14,,,true,50,,https://crests.football-data.org/12.png
Marco Friedl,marco-friedl,Austria,AT,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,1998-03-16,,,true,50,,https://crests.football-data.org/12.png
Felix Agu,felix-agu,Nigeria,NG,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,1999-09-27,,,true,50,,https://crests.football-data.org/12.png
Amos Pieper,amos-pieper,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,1998-01-17,,,true,50,,https://crests.football-data.org/12.png
Olivier Deman,olivier-deman,Belgium,BE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,2000-04-06,,,true,50,,https://crests.football-data.org/12.png
Julián Malatini,julian-malatini,Argentina,AR,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,2001-05-31,,,true,50,,https://crests.football-data.org/12.png
Mats Heitmann,mats-heitmann,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,2006-02-11,,,true,50,,https://crests.football-data.org/12.png
Mick Schmetgens,mick-schmetgens,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,2007-09-09,,,true,50,,https://crests.football-data.org/12.png
Karim Coulibaly,karim-coulibaly,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,2007-05-23,,,true,50,,https://crests.football-data.org/12.png
Luca Höcker,luca-hocker,Germany,DE,SV Werder Bremen,BUNDESLIGA,Defender,DEFENDER,2007-06-01,,,true,50,,https://crests.football-data.org/12.png
Ludovit Reis,ludovit-reis,Netherlands,NL,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,2000-06-01,,,true,50,,https://crests.football-data.org/12.png
Senne Lynen,senne-lynen,Belgium,BE,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,1999-02-19,,,true,50,,https://crests.football-data.org/12.png
Romano Schmid,romano-schmid,Austria,AT,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,2000-01-27,,,true,50,,https://crests.football-data.org/12.png
Jens Stage,jens-stage,Denmark,DK,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,1996-11-08,,,true,50,,https://crests.football-data.org/12.png
Skelly Alvero,skelly-alvero,France,FR,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,2002-05-04,,,true,50,,https://crests.football-data.org/12.png
Chuki,chuki,Spain,ES,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,2004-04-29,,,true,50,,https://crests.football-data.org/12.png
Dariusz Stalmach,dariusz-stalmach,Poland,PL,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,2005-12-08,,,true,50,,https://crests.football-data.org/12.png
Patrice Čović,patrice-covic,Croatia,HR,SV Werder Bremen,BUNDESLIGA,Midfielder,MIDFIELDER,2007-06-25,,,true,50,,https://crests.football-data.org/12.png
Niclas Füllkrug,niclas-fullkrug,Germany,DE,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,1993-02-09,,,true,50,,https://crests.football-data.org/12.png
Dawid Kownacki,dawid-kownacki,Poland,PL,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,1997-03-14,,,true,50,,https://crests.football-data.org/12.png
Cédric Itten,cedric-itten,Switzerland,CH,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,1996-12-27,,,true,50,,https://crests.football-data.org/12.png
Marco Grüll,marco-grull,Austria,AT,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,1998-07-06,,,true,50,,https://crests.football-data.org/12.png
Justin Njinmah,justin-njinmah,Germany,DE,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2000-11-15,,,true,50,,https://crests.football-data.org/12.png
Eren Dinkci,eren-dinkci,Turkey,TR,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2001-12-13,,,true,50,,https://crests.football-data.org/12.png
Keke Topp,keke-topp,Germany,DE,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2004-03-25,,,true,50,,https://crests.football-data.org/12.png
Samuel Mbangula,samuel-mbangula,Belgium,BE,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2004-01-16,,,true,50,,https://crests.football-data.org/12.png
Salim Musah,salim-musah,Germany,DE,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2006-02-22,,,true,50,,https://crests.football-data.org/12.png
Kenny Quetant,kenny-quetant,France,FR,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2006-07-17,,,true,50,,https://crests.football-data.org/12.png
Paul Erevbenagie,paul-erevbenagie,Germany,DE,SV Werder Bremen,BUNDESLIGA,Forward,FORWARD,2007-08-09,,,true,50,,https://crests.football-data.org/12.png
Robin Zentner,robin-zentner,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Goalkeeper,GOALKEEPER,1994-10-28,,,true,50,,https://crests.football-data.org/15.png
Alexander Schwolow,alexander-schwolow,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Goalkeeper,GOALKEEPER,1992-06-02,,,true,50,,https://crests.football-data.org/15.png
Maximilian Kinzig,maximilian-kinzig,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Goalkeeper,GOALKEEPER,2003-12-04,,,true,50,,https://crests.football-data.org/15.png
Dominik Kohr,dominik-kohr,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1994-01-31,,,true,50,,https://crests.football-data.org/15.png
Stefan Posch,stefan-posch,Austria,AT,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1997-05-14,,,true,50,,https://crests.football-data.org/15.png
Silvan Widmer,silvan-widmer,Switzerland,CH,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1993-03-05,,,true,50,,https://crests.football-data.org/15.png
Philipp Mwene,philipp-mwene,Austria,AT,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1994-01-29,,,true,50,,https://crests.football-data.org/15.png
Stefan Bell,stefan-bell,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1991-08-24,,,true,50,,https://crests.football-data.org/15.png
Danny da Costa,danny-da-costa,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1993-07-13,,,true,50,,https://crests.football-data.org/15.png
Anthony Caci,anthony-caci,France,FR,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1997-07-01,,,true,50,,https://crests.football-data.org/15.png
Andreas Hanche-Olsen,andreas-hanche-olsen,Norway,NO,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,1997-01-17,,,true,50,,https://crests.football-data.org/15.png
Fabio Gruber,fabio-gruber,Peru,PE,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,2002-09-03,,,true,50,,https://crests.football-data.org/15.png
Kacper Potulski,kacper-potulski,Poland,PL,1. FSV Mainz 05,BUNDESLIGA,Defender,DEFENDER,2007-10-19,,,true,50,,https://crests.football-data.org/15.png
Nadiem Amiri,nadiem-amiri,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,1996-10-27,,,true,50,,https://crests.football-data.org/15.png
Lee Jaesung,lee-jaesung,"Korea, South",KR,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,1992-08-10,,,true,50,,https://crests.football-data.org/15.png
Marco Richter,marco-richter,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,1997-11-24,,,true,50,,https://crests.football-data.org/15.png
Lennart Maloney,lennart-maloney,USA,US,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,1999-10-08,,,true,50,,https://crests.football-data.org/15.png
Kaishu Sano,kaishu-sano,Japan,JP,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,2000-12-30,,,true,50,,https://crests.football-data.org/15.png
Sota Kawasaki,sota-kawasaki,Japan,JP,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,2001-07-30,,,true,50,,https://crests.football-data.org/15.png
Paul Nebel,paul-nebel,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,2002-10-10,,,true,50,,https://crests.football-data.org/15.png
Eric Martel,eric-martel,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,2002-04-29,,,true,50,,https://crests.football-data.org/15.png
Hyun-seok Hong,hyun-seok-hong,South Korea,KR,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,1999-06-16,,,true,50,,https://crests.football-data.org/15.png
Otto Ruoppi,otto-ruoppi,Finland,FI,1. FSV Mainz 05,BUNDESLIGA,Midfielder,MIDFIELDER,2003-01-31,,,true,50,,https://crests.football-data.org/15.png
Sheraldo Becker,sheraldo-becker,Suriname,SR,1. FSV Mainz 05,BUNDESLIGA,Forward,FORWARD,1995-02-09,,,true,50,,https://crests.football-data.org/15.png
Phillip Tietz,phillip-tietz,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Forward,FORWARD,1997-07-09,,,true,50,,https://crests.football-data.org/15.png
Silas Wamangituka,silas-wamangituka,DR Congo,CD,1. FSV Mainz 05,BUNDESLIGA,Forward,FORWARD,1999-10-06,,,true,50,,https://crests.football-data.org/15.png
Ransford Königsdörffer,ransford-konigsdorffer,Ghana,GH,1. FSV Mainz 05,BUNDESLIGA,Forward,FORWARD,2001-09-13,,,true,50,,https://crests.football-data.org/15.png
Benedict Hollerbach,benedict-hollerbach,Germany,DE,1. FSV Mainz 05,BUNDESLIGA,Forward,FORWARD,2001-05-17,,,true,50,,https://crests.football-data.org/15.png
William Bøving,william-b-ving,Denmark,DK,1. FSV Mainz 05,BUNDESLIGA,Forward,FORWARD,2003-03-01,,,true,50,,https://crests.football-data.org/15.png
